[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl site.ycsb:core -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
/home/iclab/Tools/jdk/bin/java -cp /kolla/asterixdb/YCSB/core/conf:/kolla/asterixdb/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/home/iclab/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/iclab/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/iclab/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/iclab/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar site.ycsb.Client -db site.ycsb.BasicDB -p fieldlength=8 -p fieldcount=1 -P workloads/workloada -t
Command line: -db site.ycsb.BasicDB -p fieldlength=8 -p fieldcount=1 -P workloads/workloada -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
***************** properties *****************
"insertproportion"="0"
"fieldcount"="1"
"fieldlength"="8"
"readproportion"="0.5"
"scanproportion"="0"
"readallfields"="true"
"dotransactions"="true"
"workload"="site.ycsb.workloads.CoreWorkload"
"requestdistribution"="zipfian"
"recordcount"="10000"
"updateproportion"="0.5"
"operationcount"="10000"
"db"="site.ycsb.BasicDB"
**********************************************
READ usertable user8295826186920806306 [ <all fields>]
UPDATE usertable user8565992431954061125 [ field0=&^!(>29Q ]
READ usertable user6062950819441076449 [ <all fields>]
READ usertable user5446819407278778116 [ <all fields>]
UPDATE usertable user6745508789660628115 [ field0=)Ey"-*:& ]
UPDATE usertable user356684817142765603 [ field0=;Bc+70:/ ]
UPDATE usertable user5574313296254363556 [ field0=8$j*L7&Q ]
UPDATE usertable user3733851920252065829 [ field0=#?")G)== ]
UPDATE usertable user1435441355052578067 [ field0=0%:=!|&J ]
UPDATE usertable user3846933800579851875 [ field0=0H)%7n;0 ]
UPDATE usertable user6383463549643061649 [ field0=/@19:*96 ]
UPDATE usertable user5595857826892136520 [ field0=7Ww6!")& ]
UPDATE usertable user2539991975183747410 [ field0=)&r& ~=S ]
READ usertable user8041958329993916322 [ <all fields>]
READ usertable user8258201583394510390 [ <all fields>]
UPDATE usertable user6651171637409912793 [ field0=2Ym.Nq0F ]
READ usertable user8767605361489013916 [ <all fields>]
READ usertable user53248750777127569 [ <all fields>]
UPDATE usertable user4640905586886466029 [ field0=) 04%n," ]
READ usertable user3986599856154674917 [ <all fields>]
UPDATE usertable user2974146546225659104 [ field0=*!&,Dk6< ]
READ usertable user2029249960847121105 [ <all fields>]
READ usertable user8611092774591383377 [ <all fields>]
READ usertable user7628011625174409014 [ <all fields>]
READ usertable user3156123387346045743 [ <all fields>]
READ usertable user2201171147340375252 [ <all fields>]
READ usertable user1798046555582284981 [ <all fields>]
READ usertable user8142101585288180221 [ <all fields>]
READ usertable user6393177558975895576 [ <all fields>]
UPDATE usertable user1719447830925794046 [ field0=!:n;5h2& ]
UPDATE usertable user7004062828606785780 [ field0=/*~2L?>_ ]
READ usertable user6887621185206157046 [ <all fields>]
UPDATE usertable user1034661835953378374 [ field0='Bs++456 ]
UPDATE usertable user7999647544448352725 [ field0=;X-54h4. ]
READ usertable user2029249960847121105 [ <all fields>]
READ usertable user8493312894948631864 [ <all fields>]
READ usertable user6252963360184629872 [ <all fields>]
READ usertable user7988823859560181487 [ <all fields>]
READ usertable user1456207609960368700 [ <all fields>]
UPDATE usertable user5129543110073178922 [ field0=6G5!)$#^ ]
READ usertable user3474177960281627268 [ <all fields>]
READ usertable user7048490126124454487 [ <all fields>]
READ usertable user3005405086196265995 [ <all fields>]
READ usertable user4054364650454051029 [ <all fields>]
UPDATE usertable user2513419617232408200 [ field0=>R3%241M ]
READ usertable user2390393595058248558 [ <all fields>]
UPDATE usertable user6630187067284280277 [ field0='>$4Sq89 ]
READ usertable user1913586593176474702 [ <all fields>]
READ usertable user5334515802680974401 [ <all fields>]
UPDATE usertable user6515985265932213335 [ field0=<H51Oq/N ]
UPDATE usertable user2226841899485275449 [ field0=43h;]54: ]
READ usertable user8882927083865361754 [ <all fields>]
READ usertable user549590573761652266 [ <all fields>]
READ usertable user2052692688239157296 [ <all fields>]
READ usertable user5439905200506646429 [ <all fields>]
UPDATE usertable user7850837685521779789 [ field0=8C}'^;8K ]
READ usertable user6140989583585426936 [ <all fields>]
UPDATE usertable user1474404194820996762 [ field0=&(l/Sw0U ]
UPDATE usertable user1436561276076858963 [ field0=9Z7 B{;Q ]
READ usertable user4697399820393043552 [ <all fields>]
READ usertable user5697899278940663646 [ <all fields>]
UPDATE usertable user2754555347047920134 [ field0=-4|"[5Q ]
READ usertable user8419412169607106396 [ <all fields>]
READ usertable user7466687954354299911 [ <all fields>]
UPDATE usertable user7791108590845570461 [ field0==%z+Ow3^ ]
READ usertable user2666925903647192402 [ <all fields>]
UPDATE usertable user7665854543918546813 [ field0=;5(!!~:3 ]
UPDATE usertable user752665069615184518 [ field0=:I#034=/ ]
UPDATE usertable user5726917976862708745 [ field0=1[k2^#%  ]
READ usertable user4460390312084658851 [ <all fields>]
READ usertable user6860830512036975953 [ <all fields>]
UPDATE usertable user356684817142765603 [ field0=&]{"2<"0 ]
UPDATE usertable user4689582435987718651 [ field0=2[1=Hm:> ]
READ usertable user7006520985873189455 [ <all fields>]
READ usertable user5233812586874570054 [ <all fields>]
READ usertable user6884054924211170261 [ <all fields>]
READ usertable user5375146706690116654 [ <all fields>]
UPDATE usertable user6218013657315825313 [ field0=5Yw.$,.1 ]
READ usertable user2382919427773976423 [ <all fields>]
UPDATE usertable user8755445012185474100 [ field0=#8|2?r:B ]
READ usertable user3733851920252065829 [ <all fields>]
READ usertable user1798046555582284981 [ <all fields>]
UPDATE usertable user4653637713997844079 [ field0="*(4X'1N ]
UPDATE usertable user1847160035119221369 [ field0=/Oy>1r(Q ]
UPDATE usertable user6101353698697354696 [ field0='M;,[7/; ]
UPDATE usertable user2379341349483291852 [ field0=0Ug3 8/X ]
UPDATE usertable user3494602569895119336 [ field0=4-p"]71- ]
UPDATE usertable user1418924651728371349 [ field0=>V}>Sw$1 ]
UPDATE usertable user1737084455274281660 [ field0=*Ys;Wc7V ]
READ usertable user8335348987201365449 [ <all fields>]
READ usertable user1936032729620686679 [ <all fields>]
READ usertable user7598089749619170701 [ <all fields>]
READ usertable user6043864446069707160 [ <all fields>]
READ usertable user3195199311721977535 [ <all fields>]
UPDATE usertable user6085055310590989861 [ field0=#Tq7W%2L ]
READ usertable user7962811462120982725 [ <all fields>]
UPDATE usertable user6993788858761811405 [ field0=%72!Ic/L ]
READ usertable user7213161742721708492 [ <all fields>]
READ usertable user345737802178137683 [ <all fields>]
READ usertable user2052692688239157296 [ <all fields>]
UPDATE usertable user4668037905349945687 [ field0=+Ha'-8(( ]
READ usertable user7872382216159552753 [ <all fields>]
UPDATE usertable user8163086155413812737 [ field0=8Ju#Uo#\ ]
UPDATE usertable user8616898877634931954 [ field0=$+d*O5'8 ]
READ usertable user5707053327761357125 [ <all fields>]
UPDATE usertable user7439119005455136487 [ field0=4@a"%&!$ ]
READ usertable user1746238504094975139 [ <all fields>]
READ usertable user518113718573203492 [ <all fields>]
READ usertable user356684817142765603 [ <all fields>]
UPDATE usertable user4651739517243580852 [ field0=8@717>>  ]
READ usertable user323974956322522836 [ <all fields>]
UPDATE usertable user8564872510929780229 [ field0=)R!-'d/_ ]
READ usertable user7463121693359313126 [ <all fields>]
READ usertable user2029249960847121105 [ <all fields>]
UPDATE usertable user6305766430793009727 [ field0=7[c# p9R ]
READ usertable user8291140004901538625 [ <all fields>]
READ usertable user2326985154779539348 [ <all fields>]
UPDATE usertable user7449829605735794628 [ field0=%N}7Hk 4 ]
UPDATE usertable user2380461270507572748 [ field0=9H1 Dk4. ]
READ usertable user3733851920252065829 [ <all fields>]
READ usertable user5657038242417981724 [ <all fields>]
UPDATE usertable user2029249960847121105 [ field0='!8 X17T ]
READ usertable user1975213884606947257 [ <all fields>]
UPDATE usertable user5120730706546784008 [ field0=,;d.0(-O ]
READ usertable user2029249960847121105 [ <all fields>]
READ usertable user8698285587556427343 [ <all fields>]
UPDATE usertable user4274515810143930447 [ field0=:S/9(-# ]
READ usertable user7835877533657537733 [ <all fields>]
